title,price,rating,availability
The Name of the Wind (The Kingkiller Chronicle #1),£50.59,Three,YES
The Mirror & the Maze (The Wrath and the Dawn #1.5),£29.38,One,YES
The Little Prince,£45.42,Two,YES
The Light of the Fireflies,£54.43,One,YES
The Last Girl (The Dominion Trilogy #1),£36.26,Two,YES
The Iliad,£16.16,One,YES
The Hook Up (Game On #1),£36.29,Five,YES
The Haters,£27.89,Five,YES
The Girl You Lost,£12.29,Five,YES
The Girl In The Ice (DCI Erika Foster #1),£15.85,Three,YES
The End of the Jesus Era (An Investigation #1),£14.40,One,YES
The Edge of Reason (Bridget Jones #2),£19.18,Four,YES
The Complete Maus (Maus #1-2),£10.64,Three,YES
The Communist Manifesto,£14.76,Three,YES
The Bhagavad Gita,£57.49,Three,YES
The Bette Davis Club,£30.66,Three,YES
The Art of Not Breathing,£40.83,Four,YES
Taking Shots (Assassins #1),£18.88,Two,YES
Starlark,£25.83,Three,YES
"Skip Beat!, Vol. 01 (Skip Beat! #1)",£42.12,Three,YES
Sister Sable (The Mad Queen #1),£13.33,Three,YES
Shatter Me (Shatter Me #1),£42.40,One,YES
Shameless,£58.35,Three,YES
Shadow Rites (Jane Yellowrock #10),£21.72,Four,YES
Settling the Score (The Summer Games #1),£44.91,Two,YES
Sense and Sensibility,£37.46,One,YES
"Saga, Volume 1 (Saga (Collected Editions) #1)",£28.48,One,YES
"Rhythm, Chord & Malykhin",£28.34,Two,YES
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",£46.96,Five,YES
Paradise Lost (Paradise #1),£24.96,One,YES
"Paper Girls, Vol. 1 (Paper Girls #1-5)",£21.71,Four,YES
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",£29.87,Three,YES
Origins (Alphas 0.5),£28.99,One,YES
One Second (Seven #7),£52.94,Two,YES
On the Road (Duluoz Legend),£32.36,Three,YES
Old Records Never Die: One Man's Quest for His Vinyl and His Past,£55.66,Two,YES
Off Sides (Off #1),£39.45,Five,YES
Of Mice and Men,£47.11,Two,YES
Myriad (Prentor #1),£58.75,Four,YES
My Perfect Mistake (Over the Top #1),£38.92,Two,YES
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",£39.39,Four,YES
Meditations,£25.89,Two,YES
Matilda,£28.34,One,YES
Lost Among the Living,£27.70,Four,YES
Lord of the Flies,£24.89,Three,YES
Listen to Me (Fusion #1),£58.99,Three,YES
Kitchens of the Great Midwest,£57.20,Five,YES
Jane Eyre,£38.43,Five,YES
Imperfect Harmony,£34.74,Four,YES
Icing (Aces Hockey #2),£40.44,Four,YES
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",£45.24,Three,YES
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),£34.96,Four,YES
"Giant Days, Vol. 1 (Giant Days #1-4)",£56.76,Four,YES
"Fruits Basket, Vol. 1 (Fruits Basket #1)",£40.28,Five,YES
Frankenstein,£38.00,Two,YES
Forever Rockers (The Rocker #12),£28.80,Three,YES
Fighting Fate (Fighting #6),£39.24,Three,YES
Emma,£32.93,Two,YES
"Eat, Pray, Love",£51.32,Three,YES
Deep Under (Walker Security #1),£47.09,Five,YES
Choosing Our Religion: The Spiritual Lives of America's Nones,£28.42,Four,YES
Charlie and the Chocolate Factory (Charlie Bucket #1),£22.85,Three,YES
Charity's Cross (Charles Towne Belles #4),£41.24,One,YES
Bright Lines,£39.07,Five,YES
Bridget Jones's Diary (Bridget Jones #1),£29.82,One,YES
Bounty (Colorado Mountain #7),£37.26,Four,YES
Blood Defense (Samantha Brinkman #1),£20.30,Three,YES
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",£34.65,Five,YES
Beyond Good and Evil,£43.38,One,YES
Alice in Wonderland (Alice's Adventures in Wonderland #1),£55.53,One,YES
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",£57.06,Four,YES
A Spy's Devotion (The Regency Spies of London #1),£16.97,Five,YES
1st to Die (Women's Murder Club #1),£53.98,One,YES
"1,000 Places to See Before You Die",£26.08,Five,YES
